holdings_date,daily_te_correct,n_matched_correct,n_sign_correct_correct,daily_te_wrong,n_matched_wrong,n_sign_correct_wrong,te_diff
2025-06-08,0.7917943921893772,0,0,0.8748757509824905,0,0,0.08308135879311329
2025-06-09,0.8748757509824905,0,0,0.9097395654748508,0,0,0.03486381449236031
2025-06-10,0.9097395654748508,0,0,1.0663074584011962,0,0,0.15656789292634543
2025-06-11,1.0663074584011962,0,0,1.0051023988669137,0,0,-0.06120505953428257
2025-06-12,1.0051023988669137,0,0,1.1146565047251495,0,0,0.10955410585823588
2025-06-13,1.1146565047251495,0,0,0.7907157328928779,0,0,-0.32394077183227166
2025-06-14,0.7907157328928779,0,0,0.8475092682514548,0,0,0.056793535358576896
2025-06-15,0.8475092682514548,0,0,0.8363079682876501,0,0,-0.0112012999638047
2025-06-16,0.8363079682876501,0,0,0.9288351547184763,0,0,0.09252718643082625
2025-06-17,0.9288351547184763,0,0,0.7640638418941642,0,0,-0.16477131282431212
2025-06-18,0.7640638418941642,0,0,1.026560589174796,0,0,0.26249674728063177
2025-06-19,1.026560589174796,0,0,0.7852433114691816,0,0,-0.2413172777056144
2025-06-20,0.7852433114691816,0,0,0.8733037928879006,0,0,0.08806048141871903
2025-06-21,0.8733037928879006,0,0,0.8573363171241055,0,0,-0.01596747576379509
2025-06-22,0.8573363171241055,0,0,0.9590752537134911,0,0,0.1017389365893856
2025-06-23,0.9590752537134911,0,0,0.7586596849099955,0,0,-0.20041556880349565
2025-06-24,0.7586596849099955,0,0,0.7533562380243017,0,0,-0.00530344688569373
2025-06-25,0.7533562380243017,0,0,0.9238550588110022,0,0,0.17049882078670042
2025-06-26,0.9238550588110022,0,0,0.8742390423699734,0,0,-0.049616016441028754
2025-06-27,0.8742390423699734,0,0,0.8358111384025495,0,0,-0.038427903967423904
2025-06-28,0.8358111384025495,0,0,0.8876822463182027,0,0,0.05187110791565319
2025-06-29,0.8876822463182027,0,0,0.9497322740738385,0,0,0.06205002775563584
2025-06-30,0.9497322740738385,0,0,0.9511518967646184,0,0,0.001419622690779887
2025-07-01,0.9511518967646184,0,0,1.056262723475378,0,0,0.10511082671075966
2025-07-02,1.056262723475378,0,0,0.8839926977713705,0,0,-0.17227002570400762
2025-07-03,0.8839926977713705,0,0,0.9189717633741273,0,0,0.034979065602756876
2025-07-04,0.9189717633741273,0,0,0.9249074979813682,0,0,0.005935734607240839
2025-07-05,0.9249074979813682,0,0,1.0373363588901812,0,0,0.11242886090881299
2025-07-06,1.0373363588901812,0,0,0.9644329374322135,0,0,-0.07290342145796769
2025-07-07,0.9644329374322135,0,0,0.9386832970491988,0,0,-0.025749640383014638
2025-07-08,0.9386832970491988,0,0,0.8897997998233769,0,0,-0.04888349722582197
2025-07-09,0.8897997998233769,0,0,0.9892894388226511,0,0,0.09948963899927421
2025-07-10,0.9892894388226511,0,0,1.048974588798487,0,0,0.05968514997583585
2025-07-11,1.048974588798487,0,0,1.0514690963000093,0,0,0.0024945075015223583
2025-07-12,1.0514690963000093,0,0,0.9695857917443991,0,0,-0.08188330455561021
2025-07-13,0.9695857917443991,0,0,0.8305109910783297,0,0,-0.13907480066606936
2025-07-14,0.8305109910783297,0,0,0.9274852182543631,0,0,0.09697422717603343
2025-07-15,0.9274852182543631,0,0,0.8877441232905364,0,0,-0.03974109496382672
2025-07-16,0.8877441232905364,0,0,1.068074049879825,0,0,0.18032992658928848
2025-07-17,1.068074049879825,0,0,0.9811279881925997,0,0,-0.08694606168722518
2025-07-18,0.9811279881925997,0,0,0.9822820473030327,0,0,0.0011540591104329812
2025-07-19,0.9822820473030327,0,0,1.051766305999399,0,0,0.06948425869636621
2025-07-20,1.051766305999399,0,0,0.9627934528545574,0,0,-0.08897285314484149
2025-07-21,0.9627934528545574,0,0,0.9288435024883979,0,0,-0.033949950366159554
2025-07-22,0.9288435024883979,0,0,1.0041852255131491,0,0,0.07534172302475128
2025-07-23,1.0041852255131491,0,0,0.7866112254443142,0,0,-0.21757400006883498
2025-07-24,0.7866112254443142,0,0,0.7981858816215717,0,0,0.011574656177257503
2025-07-25,0.7981858816215717,0,0,0.7709360255682745,0,0,-0.027249856053297217
2025-07-26,0.7709360255682745,0,0,0.807578672975216,0,0,0.036642647406941564
2025-07-27,0.807578672975216,0,0,0.9400424063469214,0,0,0.13246373337170536
2025-07-28,0.9400424063469214,0,0,0.8309240902033999,0,0,-0.10911831614352152
2025-07-29,0.8309240902033999,0,0,0.9687105823258266,0,0,0.13778649212242677
2025-07-30,0.9687105823258266,0,0,0.8216138087940509,0,0,-0.14709677353177575
2025-07-31,0.8216138087940509,0,0,0.9603860036015813,0,0,0.13877219480753045
2025-08-01,0.9603860036015813,0,0,0.8420024094559838,0,0,-0.11838359414559751
2025-08-02,0.8420024094559838,0,0,1.0117841745018643,0,0,0.1697817650458805
2025-08-03,1.0117841745018643,0,0,1.0155518135655959,0,0,0.003767639063731565
2025-08-04,1.0155518135655959,0,0,0.9439219449590454,0,0,-0.07162986860655052
2025-08-05,0.9439219449590454,0,0,0.94968362638615,0,0,0.005761681427104648
2025-08-06,0.94968362638615,0,0,1.0052016312405694,0,0,0.05551800485441938
2025-08-07,1.0052016312405694,0,0,1.0654293566285018,0,0,0.06022772538793242
2025-08-08,1.0654293566285018,0,0,0.9683021746811008,0,0,-0.097127181947401
2025-08-09,0.9683021746811008,0,0,1.0264768830030109,0,0,0.058174708321910074
2025-08-10,1.0264768830030109,0,0,0.7602056348793074,0,0,-0.2662712481237035
2025-08-11,0.7602056348793074,0,0,0.9710428581424374,0,0,0.21083722326313004
2025-08-12,0.9710428581424374,0,0,0.9377827634855975,0,0,-0.03326009465683988
2025-08-13,0.9377827634855975,0,0,0.9643661037445932,0,0,0.02658334025899567
2025-08-14,0.9643661037445932,0,0,1.1003257789245056,0,0,0.13595967517991236
2025-08-15,1.1003257789245056,0,0,1.1040733341081512,0,0,0.0037475551836456678
2025-08-16,1.1040733341081512,0,0,0.9429892151507137,0,0,-0.16108411895743757
2025-08-17,0.9429892151507137,0,0,0.9334685891562221,0,0,-0.00952062599449155
2025-08-18,0.9334685891562221,0,0,0.818260632087697,0,0,-0.11520795706852516
2025-08-19,0.818260632087697,0,0,1.0360900439039957,0,0,0.21782941181629878
2025-08-20,1.0360900439039957,0,0,1.012283664318507,0,0,-0.023806379585488813
2025-08-21,1.012283664318507,0,0,1.0153070698282087,0,0,0.0030234055097018153
2025-08-22,1.0153070698282087,0,0,1.0090300329426787,0,0,-0.006277036885530052
2025-08-23,1.0090300329426787,0,0,1.035317697794767,0,0,0.02628766485208822
2025-08-24,1.035317697794767,0,0,1.1808221383460933,0,0,0.14550444055132639
2025-08-25,1.1808221383460933,0,0,0.9116227551679654,0,0,-0.26919938317812786
2025-08-26,0.9116227551679654,0,0,0.8030859216214584,0,0,-0.108536833546507
2025-08-27,0.8030859216214584,0,0,0.8307774253451559,0,0,0.02769150372369744
2025-08-28,0.8307774253451559,0,0,0.8097995775299884,0,0,-0.020977847815167427
2025-08-29,0.8097995775299884,0,0,0.9466903374812881,0,0,0.13689075995129962
2025-08-30,0.9466903374812881,0,0,0.9878003242356814,0,0,0.04110998675439337
2025-08-31,0.9878003242356814,0,0,0.9455939761545191,0,0,-0.042206348081162304
2025-09-01,0.9455939761545191,0,0,0.9817067328532625,0,0,0.036112756698743365
2025-09-02,0.9817067328532625,0,0,1.1006523627350728,0,0,0.11894562988181034
2025-09-03,1.1006523627350728,0,0,0.9251929549495181,0,0,-0.1754594077855547
2025-09-04,0.8135352795811311,15,13,0.785198146173547,15,10,-0.028337133407584147
2025-09-05,0.7162061482759332,14,7,0.7552902145510391,14,8,0.039084066275105855
2025-09-06,0.9823851758756885,29,11,0.9316764728880137,31,13,-0.050708702987674825
2025-09-07,0.9383406998584436,25,13,0.5598120002316094,25,16,-0.3785286996268342
2025-09-08,0.9279430623646509,32,15,0.7016821177029465,32,19,-0.22626094466170432
2025-09-09,0.701487874227378,29,19,0.6455735327124267,29,19,-0.05591434151495134
2025-09-10,0.9599789692491226,32,14,0.9592877803484819,32,13,-0.0006911889006406824
2025-09-11,0.8642788553373641,30,18,1.0357538161160678,31,17,0.1714749607787036
2025-09-12,1.365090674823877,31,14,0.9249231630888397,31,20,-0.4401675117350372
2025-09-13,0.9755480175941729,31,20,0.7429586607877625,34,23,-0.23258935680641035
2025-09-14,0.9388222600370495,33,15,0.9330673394473806,33,16,-0.005754920589668866
2025-09-15,1.0734195060363245,30,21,0.9939006227274509,30,22,-0.07951888330887358
2025-09-16,1.1095270179361651,27,16,0.8303245719742476,29,20,-0.27920244596191757
2025-09-17,1.0460552867291923,30,17,0.9529574972132365,32,20,-0.09309778951595582
2025-09-18,0.9436159681915123,31,24,0.8269745426048973,31,20,-0.11664142558661494
2025-09-19,0.9663566855626989,29,15,0.7420517456447706,29,17,-0.22430493991792833
2025-09-20,0.9026588485681949,28,23,0.794834264697562,28,18,-0.10782458387063287
2025-09-21,1.1926355692670578,29,16,0.8091749899606606,31,24,-0.3834605793063972
2025-09-22,1.0271785396576456,32,23,0.9732671547767517,33,17,-0.053911384880893864
2025-09-23,1.1779057168864688,30,17,0.9610269432672582,32,22,-0.2168787736192106
2025-09-24,0.9329476351473941,32,20,0.9325102256645502,32,23,-0.0004374094828438757
2025-09-25,1.0390467850297973,31,20,0.7056836547285977,31,22,-0.3333631303011996
2025-09-26,0.7165248243534761,25,21,0.5359473052758141,25,24,-0.18057751907766195
2025-09-27,0.97772786069772,24,12,0.6559100928520742,24,17,-0.32181776784564575
2025-09-28,1.1495023203702337,27,17,0.7308719853172024,29,14,-0.41863033505303127
2025-09-29,1.1911327951676334,28,18,1.0515342409868544,30,18,-0.13959855418077893
2025-09-30,0.995618241437722,27,15,1.1913305329534845,27,16,0.19571229151576242
2025-10-01,1.074851038142779,0,0,1.2801197117474044,0,0,0.20526867360462542
2025-10-02,1.1569412257047627,27,17,1.0458899544476752,28,17,-0.11105127125708747
2025-10-03,1.2208744889274386,27,15,0.8932433444102621,27,17,-0.32763114451717645
2025-10-04,0.9299350200599236,23,12,0.6991218956257015,23,16,-0.23081312443422208
2025-10-05,1.4483466764428923,26,12,1.2504676386628886,28,16,-0.1978790377800037
2025-10-06,1.2804696271314593,28,16,1.0379760593472582,30,22,-0.24249356778420106
2025-10-07,1.0623008303361647,26,22,0.4940628445324702,26,24,-0.5682379858036946
2025-10-08,0.8506037887093054,30,19,1.0676961341530493,30,16,0.2170923454437439
2025-10-09,1.087572675299545,29,17,1.0681135809567697,29,15,-0.019459094342775263
2025-10-10,1.0647431969751657,29,18,0.8769190699169434,29,18,-0.18782412705822238
2025-10-11,0.89116151275331,0,0,1.1422268126143982,0,0,0.25106529986108816
2025-10-12,1.1026714112298504,25,18,0.6511824055637595,25,22,-0.45148900566609085
2025-10-13,0.8074762296407938,0,0,1.0544635456065243,0,0,0.24698731596573054
2025-10-14,1.2647596949081739,29,16,0.42111431234140456,29,23,-0.8436453825667694
2025-10-15,0.8104470083949764,27,17,0.28096196039074395,28,26,-0.5294850480042325
2025-10-16,0.8535920434137925,28,19,0.1586034196658234,28,27,-0.6949886237479691
2025-10-17,0.6268795735387928,30,21,0.22239885053767183,32,30,-0.4044807230011209
2025-10-18,0.8109559741694206,33,20,0.892476626263204,33,19,0.08152065209378345
2025-10-19,0.9375640147865313,31,20,0.7888700912782346,33,24,-0.1486939235082967
2025-10-20,0.9863237680580541,32,19,0.9795899287726788,32,18,-0.006733839285375298
2025-10-21,0.89318921146415,30,19,0.7220657404166053,31,24,-0.17112347104754466
2025-10-22,1.0370152984102656,0,0,1.0944789428473363,0,0,0.05746364443707064
2025-10-23,0.900139828440563,32,20,0.7770094920388346,33,24,-0.12313033640172832
2025-10-24,0.9786037591495518,0,0,1.0388373492419953,0,0,0.060233590092443556
2025-10-25,1.2584115775802438,33,17,1.3508011099036483,33,15,0.09238953232340452
2025-10-26,1.280875500779649,31,19,0.8631475478966942,31,21,-0.41772795288295483
2025-10-27,1.1780308736904013,31,15,0.9569760138164346,32,18,-0.22105485987396667
2025-10-28,1.2619538463821867,29,18,1.2668181649714834,30,19,0.004864318589296701
2025-10-29,1.082096697942234,0,0,1.0481905185094023,0,0,-0.033906179432831696
2025-10-30,1.0856204502291595,30,18,0.6001535553659211,28,18,-0.48546689486323846
2025-10-31,0.5901951239164935,22,18,0.5195091733369122,22,20,-0.07068595057958138
2025-11-01,0.8500298707967809,27,18,0.8579169682314454,29,19,0.007887097434664425
2025-11-02,1.167922242206487,0,0,0.9610875007879388,0,0,-0.20683474141854818
2025-11-03,0.8919699156339718,30,19,0.5108012904322895,30,25,-0.38116862520168227
2025-11-04,0.8197743516908297,33,18,0.40786658399064635,33,23,-0.41190776770018334
2025-11-05,0.5772093096411542,31,24,0.5339254802465409,31,22,-0.04328382939461339
2025-11-06,0.623164610042962,34,24,0.31013442694678606,34,31,-0.3130301830961759
2025-11-07,1.0836671506516886,0,0,1.0276853647619968,0,0,-0.055981785889691826
2025-11-08,1.0276853647619968,0,0,1.164207301214022,0,0,0.13652193645202515
2025-11-09,1.164207301214022,0,0,1.151535518619049,0,0,-0.012671782594972925
2025-11-10,1.151535518619049,0,0,1.2784612914222588,0,0,0.12692577280320982
2025-11-11,1.2784612914222588,0,0,1.010640105010066,0,0,-0.2678211864121929
2025-11-12,1.010640105010066,0,0,1.1707841063065907,0,0,0.16014400129652473
2025-11-13,1.1707841063065907,0,0,1.0957321873923809,0,0,-0.07505191891420981
2025-11-14,1.0957321873923809,0,0,0.9324623418945275,0,0,-0.1632698454978534
2025-11-15,0.9324623418945275,0,0,1.0871772595312512,0,0,0.15471491763672374
2025-11-16,1.0871772595312512,0,0,1.0131933446041814,0,0,-0.0739839149270698
2025-11-17,1.0131933446041814,0,0,0.7400067079697118,0,0,-0.2731866366344696
2025-11-18,0.7400067079697118,0,0,1.0481982565660042,0,0,0.3081915485962924
2025-11-19,1.0481982565660042,0,0,1.0387998539625634,0,0,-0.009398402603440825
2025-11-20,1.0387998539625634,0,0,0.8966462058033496,0,0,-0.14215364815921372
2025-11-21,0.8966462058033496,0,0,1.023373610568692,0,0,0.12672740476534228
2025-11-22,1.023373610568692,0,0,1.0122378777338001,0,0,-0.011135732834891776
2025-11-23,1.0122378777338001,0,0,0.9619360502371489,0,0,-0.05030182749665124
2025-11-24,0.9619360502371489,0,0,1.020643017874013,0,0,0.058706967636864005
2025-11-25,1.020643017874013,0,0,0.8859744680997301,0,0,-0.13466854977428278
2025-11-26,0.8859744680997301,0,0,1.0113270848718203,0,0,0.1253526167720902
2025-11-27,1.0113270848718203,0,0,1.0233622957508812,0,0,0.012035210879060898
2025-11-28,1.0233622957508812,0,0,0.9523861215378951,0,0,-0.07097617421298608
2025-11-29,0.9523861215378951,0,0,0.9225633683886786,0,0,-0.029822753149216563
2025-11-30,0.9225633683886786,0,0,0.971702991719572,0,0,0.04913962333089339
2025-12-01,0.971702991719572,0,0,0.9142406192795156,0,0,-0.057462372440056364
2025-12-02,0.6446349637220498,31,19,0.6212273010212644,31,21,-0.023407662700785314
2025-12-03,0.6568227561349663,31,21,0.783473786604127,31,21,0.1266510304691607
2025-12-04,0.47453203274488037,30,22,0.9563909219482404,30,20,0.48185888920336
2025-12-05,0.5769209100472847,32,22,0.8392255576887202,32,21,0.26230464764143546
2025-12-06,0.42436028489196875,32,26,0.7859835906421864,30,19,0.3616233057502176
2025-12-07,0.4965279527250597,31,22,0.6714933154828182,29,18,0.17496536275775854
2025-12-08,1.003443064077159,0,0,0.8635377802715913,0,0,-0.13990528380556766
2025-12-09,0.8635377802715913,0,0,0.8104456447994318,0,0,-0.05309213547215952
